Timestamp,HR,RBHS.Power.Campus_Load_kW:5min
2023-04-01 01:00:00,1,"8,341.41"
2023-04-01 01:05:00,1,"8,386.13"
2023-04-01 01:10:00,1,"8,321.18"
2023-04-01 01:15:00,1,"8,337.18"
2023-04-01 01:20:00,1,"8,348.15"
2023-04-01 01:25:00,1,"8,280.59"
2023-04-01 01:30:00,1,"8,300.34"
2023-04-01 01:35:00,1,"8,314.47"
2023-04-01 01:40:00,1,"8,318.62"
2023-04-01 01:45:00,1,"8,366.27"
2023-04-01 01:50:00,1,"8,361.21"
2023-04-01 01:55:00,1,"8,338.73"
2023-04-01 02:00:00,2,"8,325.47"
2023-04-01 02:05:00,2,"8,307.31"
2023-04-01 02:10:00,2,"8,303.59"
2023-04-01 02:15:00,2,"8,335.85"
2023-04-01 02:20:00,2,"8,367.76"
2023-04-01 02:25:00,2,"8,363.35"
2023-04-01 02:30:00,2,"8,333.24"
2023-04-01 02:35:00,2,"8,310.16"
2023-04-01 02:40:00,2,"8,322.28"
2023-04-01 02:45:00,2,"8,350.74"
2023-04-01 02:50:00,2,"8,327.83"
2023-04-01 02:55:00,2,"8,326.94"
2023-04-01 03:00:00,3,"8,292.68"
2023-04-01 03:05:00,3,"8,311.11"
2023-04-01 03:10:00,3,"8,310.98"
2023-04-01 03:15:00,3,"8,302.89"
2023-04-01 03:20:00,3,"8,325.11"
2023-04-01 03:25:00,3,"8,283.18"
2023-04-01 03:30:00,3,"8,268.11"
2023-04-01 03:35:00,3,"8,289.05"
2023-04-01 03:40:00,3,"8,296.42"
2023-04-01 03:45:00,3,"8,317.52"
2023-04-01 03:50:00,3,"8,289.98"
2023-04-01 03:55:00,3,"8,480.42"
2023-04-01 04:00:00,4,"8,911.96"
2023-04-01 04:05:00,4,"9,241.84"
2023-04-01 04:10:00,4,"9,687.59"
2023-04-01 04:15:00,4,"10,030.86"
2023-04-01 04:20:00,4,"10,215.74"
2023-04-01 04:25:00,4,"10,250.78"
2023-04-01 04:30:00,4,"10,241.97"
2023-04-01 04:35:00,4,"10,298.25"
2023-04-01 04:40:00,4,"10,256.30"
2023-04-01 04:45:00,4,"10,296.16"
2023-04-01 04:50:00,4,"10,330.60"
2023-04-01 04:55:00,4,"10,247.29"
2023-04-01 05:00:00,5,"10,249.50"
2023-04-01 05:05:00,5,"10,143.98"
2023-04-01 05:10:00,5,"10,013.54"
2023-04-01 05:15:00,5,"9,908.78"
2023-04-01 05:20:00,5,"9,830.88"
2023-04-01 05:25:00,5,"9,817.37"
2023-04-01 05:30:00,5,"9,702.00"
2023-04-01 05:35:00,5,"9,615.31"
2023-04-01 05:40:00,5,"9,647.58"
2023-04-01 05:45:00,5,"9,605.42"
2023-04-01 05:50:00,5,"9,572.39"
2023-04-01 05:55:00,5,"9,494.54"
2023-04-01 06:00:00,6,"9,511.07"
2023-04-01 06:05:00,6,"9,562.90"
2023-04-01 06:10:00,6,"9,532.70"
2023-04-01 06:15:00,6,"9,635.34"
2023-04-01 06:20:00,6,"9,708.65"
2023-04-01 06:25:00,6,"9,709.68"
2023-04-01 06:30:00,6,"9,850.01"
2023-04-01 06:35:00,6,"9,800.09"
2023-04-01 06:40:00,6,"9,830.39"
2023-04-01 06:45:00,6,"9,792.05"
2023-04-01 06:50:00,6,"9,783.92"
2023-04-01 06:55:00,6,"9,785.86"
2023-04-01 07:00:00,7,"9,776.04"
2023-04-01 07:05:00,7,"9,727.74"
2023-04-01 07:10:00,7,"9,690.56"
2023-04-01 07:15:00,7,"9,672.39"
2023-04-01 07:20:00,7,"9,709.99"
2023-04-01 07:25:00,7,"9,773.13"
2023-04-01 07:30:00,7,"9,777.53"
2023-04-01 07:35:00,7,"9,757.99"
2023-04-01 07:40:00,7,"9,679.67"
2023-04-01 07:45:00,7,"9,713.68"
2023-04-01 07:50:00,7,"9,743.85"
2023-04-01 07:55:00,7,"9,705.23"
2023-04-01 08:00:00,8,"9,738.18"
2023-04-01 08:05:00,8,"9,721.10"
2023-04-01 08:10:00,8,"9,749.10"
2023-04-01 08:15:00,8,"9,745.57"
2023-04-01 08:20:00,8,"9,732.99"
2023-04-01 08:25:00,8,"9,761.05"
2023-04-01 08:30:00,8,"9,790.45"
2023-04-01 08:35:00,8,"9,791.35"
2023-04-01 08:40:00,8,"9,756.36"
2023-04-01 08:45:00,8,"9,771.82"
2023-04-01 08:50:00,8,"9,875.51"
2023-04-01 08:55:00,8,"9,823.55"
2023-04-01 09:00:00,9,"9,825.38"
2023-04-01 09:05:00,9,"9,862.72"
2023-04-01 09:10:00,9,"9,822.42"
2023-04-01 09:15:00,9,"9,836.13"
2023-04-01 09:20:00,9,"9,840.07"
2023-04-01 09:25:00,9,"9,825.23"
2023-04-01 09:30:00,9,"9,875.67"
2023-04-01 09:35:00,9,"9,858.55"
2023-04-01 09:40:00,9,"9,905.70"
2023-04-01 09:45:00,9,"9,924.09"
2023-04-01 09:50:00,9,"9,960.95"
2023-04-01 09:55:00,9,"9,946.10"
2023-04-01 10:00:00,10,"9,907.67"
2023-04-01 10:05:00,10,"9,925.67"
2023-04-01 10:10:00,10,"9,915.41"
2023-04-01 10:15:00,10,"9,899.83"
2023-04-01 10:20:00,10,"9,969.00"
2023-04-01 10:25:00,10,"9,992.72"
2023-04-01 10:30:00,10,"9,934.45"
2023-04-01 10:35:00,10,"9,981.83"
2023-04-01 10:40:00,10,"10,020.86"
2023-04-01 10:45:00,10,"10,031.62"
2023-04-01 10:50:00,10,"10,001.26"
2023-04-01 10:55:00,10,"10,053.37"
2023-04-01 11:00:00,11,"10,051.85"
2023-04-01 11:05:00,11,"9,967.73"
2023-04-01 11:10:00,11,"9,996.04"
2023-04-01 11:15:00,11,"10,117.60"
2023-04-01 11:20:00,11,"10,042.74"
2023-04-01 11:25:00,11,"10,052.98"
2023-04-01 11:30:00,11,"10,129.00"
2023-04-01 11:35:00,11,"10,063.18"
2023-04-01 11:40:00,11,"9,979.13"
2023-04-01 11:45:00,11,"10,004.12"
2023-04-01 11:50:00,11,"10,128.83"
2023-04-01 11:55:00,11,"10,144.78"
2023-04-01 12:00:00,12,"10,161.47"
2023-04-01 12:05:00,12,"10,185.22"
2023-04-01 12:10:00,12,"10,179.94"
2023-04-01 12:15:00,12,"10,240.40"
2023-04-01 12:20:00,12,"10,246.01"
2023-04-01 12:25:00,12,"10,198.75"
2023-04-01 12:30:00,12,"10,252.17"
2023-04-01 12:35:00,12,"10,241.33"
2023-04-01 12:40:00,12,"10,213.17"
2023-04-01 12:45:00,12,"10,228.82"
2023-04-01 12:50:00,12,"10,243.59"
2023-04-01 12:55:00,12,"10,193.76"
2023-04-01 13:00:00,13,"10,150.57"
2023-04-01 13:05:00,13,"10,150.19"
2023-04-01 13:10:00,13,"10,069.88"
2023-04-01 13:15:00,13,"10,031.37"
2023-04-01 13:20:00,13,"10,029.78"
2023-04-01 13:25:00,13,"9,967.21"
2023-04-01 13:30:00,13,"9,963.36"
2023-04-01 13:35:00,13,"9,952.66"
2023-04-01 13:40:00,13,"9,882.32"
2023-04-01 13:45:00,13,"9,881.19"
2023-04-01 13:50:00,13,"9,886.94"
2023-04-01 13:55:00,13,"9,912.91"
2023-04-01 14:00:00,14,"9,907.65"
2023-04-01 14:05:00,14,"9,907.51"
2023-04-01 14:10:00,14,"9,924.01"
2023-04-01 14:15:00,14,"9,820.35"
2023-04-01 14:20:00,14,"9,850.01"
2023-04-01 14:25:00,14,"9,858.12"
2023-04-01 14:30:00,14,"9,878.35"
2023-04-01 14:35:00,14,"9,861.24"
2023-04-01 14:40:00,14,"9,864.48"
2023-04-01 14:45:00,14,"9,822.43"
2023-04-01 14:50:00,14,"9,764.03"
2023-04-01 14:55:00,14,"9,812.48"
2023-04-01 15:00:00,15,"9,837.27"
2023-04-01 15:05:00,15,"9,806.57"
2023-04-01 15:10:00,15,"9,790.60"
2023-04-01 15:15:00,15,"9,776.99"
2023-04-01 15:20:00,15,"9,778.56"
2023-04-01 15:25:00,15,"9,780.05"
2023-04-01 15:30:00,15,"9,789.87"
2023-04-01 15:35:00,15,"9,786.01"
2023-04-01 15:40:00,15,"9,766.59"
2023-04-01 15:45:00,15,"9,831.48"
2023-04-01 15:50:00,15,"9,907.17"
2023-04-01 15:55:00,15,"9,887.17"
2023-04-01 16:00:00,16,"9,924.23"
2023-04-01 16:05:00,16,"9,942.89"
2023-04-01 16:10:00,16,"9,880.95"
2023-04-01 16:15:00,16,"9,934.10"
2023-04-01 16:20:00,16,"9,984.79"
2023-04-01 16:25:00,16,"9,986.90"
2023-04-01 16:30:00,16,"10,041.87"
2023-04-01 16:35:00,16,"10,044.37"
2023-04-01 16:40:00,16,"9,985.89"
2023-04-01 16:45:00,16,"9,958.76"
2023-04-01 16:50:00,16,"9,958.10"
2023-04-01 16:55:00,16,"9,912.51"
2023-04-01 17:00:00,17,"9,980.34"
2023-04-01 17:05:00,17,"9,960.14"
2023-04-01 17:10:00,17,"9,909.03"
2023-04-01 17:15:00,17,"9,945.42"
2023-04-01 17:20:00,17,"9,913.31"
2023-04-01 17:25:00,17,"9,892.67"
2023-04-01 17:30:00,17,"10,043.04"
2023-04-01 17:35:00,17,"9,943.55"
2023-04-01 17:40:00,17,"9,982.71"
2023-04-01 17:45:00,17,"9,962.67"
2023-04-01 17:50:00,17,"9,928.55"
2023-04-01 17:55:00,17,"9,920.59"
2023-04-01 18:00:00,18,"9,927.41"
2023-04-01 18:05:00,18,"9,872.99"
2023-04-01 18:10:00,18,"9,882.59"
2023-04-01 18:15:00,18,"9,870.04"
2023-04-01 18:20:00,18,"9,902.61"
2023-04-01 18:25:00,18,"9,883.77"
2023-04-01 18:30:00,18,"9,893.85"
2023-04-01 18:35:00,18,"9,856.80"
2023-04-01 18:40:00,18,"9,888.88"
2023-04-01 18:45:00,18,"9,870.80"
2023-04-01 18:50:00,18,"9,799.17"
2023-04-01 18:55:00,18,"9,811.17"
2023-04-01 19:00:00,19,"9,840.94"
2023-04-01 19:05:00,19,"9,797.91"
2023-04-01 19:10:00,19,"9,764.51"
2023-04-01 19:15:00,19,"9,750.12"
2023-04-01 19:20:00,19,"9,587.15"
2023-04-01 19:25:00,19,"9,479.23"
2023-04-01 19:30:00,19,"9,494.07"
2023-04-01 19:35:00,19,"9,451.97"
2023-04-01 19:40:00,19,"9,478.15"
2023-04-01 19:45:00,19,"9,435.27"
2023-04-01 19:50:00,19,"9,457.58"
2023-04-01 19:55:00,19,"9,468.43"
2023-04-01 20:00:00,20,"9,475.84"
2023-04-01 20:05:00,20,"9,479.96"
2023-04-01 20:10:00,20,"9,507.38"
2023-04-01 20:15:00,20,"9,543.34"
2023-04-01 20:20:00,20,"9,483.36"
2023-04-01 20:25:00,20,"9,451.38"
2023-04-01 20:30:00,20,"9,473.99"
2023-04-01 20:35:00,20,"9,441.69"
2023-04-01 20:40:00,20,"9,477.51"
2023-04-01 20:45:00,20,"9,446.88"
2023-04-01 20:50:00,20,"9,485.16"
2023-04-01 20:55:00,20,"9,449.79"
2023-04-01 21:00:00,21,"9,450.82"
2023-04-01 21:05:00,21,"9,405.06"
2023-04-01 21:10:00,21,"9,385.51"
2023-04-01 21:15:00,21,"9,365.43"
2023-04-01 21:20:00,21,"9,375.92"
2023-04-01 21:25:00,21,"9,327.31"
2023-04-01 21:30:00,21,"9,350.50"
2023-04-01 21:35:00,21,"9,313.75"
2023-04-01 21:40:00,21,"9,297.88"
2023-04-01 21:45:00,21,"9,301.13"
2023-04-01 21:50:00,21,"9,307.12"
2023-04-01 21:55:00,21,"9,346.25"
2023-04-01 22:00:00,22,"9,342.32"
2023-04-01 22:05:00,22,"9,232.70"
2023-04-01 22:10:00,22,"9,206.07"
2023-04-01 22:15:00,22,"9,179.52"
2023-04-01 22:20:00,22,"9,180.52"
2023-04-01 22:25:00,22,"9,171.90"
2023-04-01 22:30:00,22,"9,207.50"
2023-04-01 22:35:00,22,"9,212.78"
2023-04-01 22:40:00,22,"9,303.07"
2023-04-01 22:45:00,22,"9,264.99"
2023-04-01 22:50:00,22,"9,209.09"
2023-04-01 22:55:00,22,"9,252.58"
2023-04-01 23:00:00,23,"9,211.57"
2023-04-01 23:05:00,23,"9,139.17"
2023-04-01 23:10:00,23,"9,047.59"
2023-04-01 23:15:00,23,"9,020.12"
2023-04-01 23:20:00,23,"9,071.74"
2023-04-01 23:25:00,23,"8,970.14"
2023-04-01 23:30:00,23,"8,935.94"
2023-04-01 23:35:00,23,"8,905.71"
2023-04-01 23:40:00,23,"8,855.02"
2023-04-01 23:45:00,23,"8,867.75"
2023-04-01 23:50:00,23,"8,888.51"
2023-04-01 23:55:00,23,"8,816.72"
2023-04-02 00:00:00,0,"8,855.30"
2023-04-02 00:05:00,0,"8,898.47"
2023-04-02 00:10:00,0,"8,949.50"
2023-04-02 00:15:00,0,"9,027.90"
2023-04-02 00:20:00,0,"8,998.15"
2023-04-02 00:25:00,0,"9,051.35"
2023-04-02 00:30:00,0,"9,016.00"
2023-04-02 00:35:00,0,"9,032.77"
2023-04-02 00:40:00,0,"9,024.72"
2023-04-02 00:45:00,0,"8,991.82"
2023-04-02 00:50:00,0,"8,991.39"
2023-04-02 00:55:00,0,"9,018.38"
2023-04-02 01:00:00,1,"9,017.04"
2023-04-02 01:05:00,1,"9,015.34"
2023-04-02 01:10:00,1,"8,944.05"
2023-04-02 01:15:00,1,"8,300.80"
2023-04-02 01:20:00,1,"8,457.63"
2023-04-02 01:25:00,1,"8,457.25"
2023-04-02 01:30:00,1,"8,426.27"
2023-04-02 01:35:00,1,"8,392.96"
2023-04-02 01:40:00,1,"8,333.90"
2023-04-02 01:45:00,1,"8,343.61"
2023-04-02 01:50:00,1,"8,335.54"
2023-04-02 01:55:00,1,"8,316.63"
2023-04-02 02:00:00,2,"8,383.79"
2023-04-02 02:05:00,2,"8,373.97"
2023-04-02 02:10:00,2,"8,395.82"
2023-04-02 02:15:00,2,"8,370.06"
2023-04-02 02:20:00,2,"8,326.38"
2023-04-02 02:25:00,2,"8,389.01"
2023-04-02 02:30:00,2,"8,383.36"
2023-04-02 02:35:00,2,"8,335.64"
2023-04-02 02:40:00,2,"8,342.81"
2023-04-02 02:45:00,2,"8,379.91"
2023-04-02 02:50:00,2,"8,422.16"
2023-04-02 02:55:00,2,"8,446.61"
2023-04-02 03:00:00,3,"8,394.30"
2023-04-02 03:05:00,3,"8,376.53"
2023-04-02 03:10:00,3,"8,364.82"
2023-04-02 03:15:00,3,"8,377.68"
2023-04-02 03:20:00,3,"8,356.67"
2023-04-02 03:25:00,3,"8,360.03"
2023-04-02 03:30:00,3,"8,333.21"
2023-04-02 03:35:00,3,"8,332.90"
2023-04-02 03:40:00,3,"8,379.68"
2023-04-02 03:45:00,3,"8,344.22"
2023-04-02 03:50:00,3,"8,369.66"
2023-04-02 03:55:00,3,"8,387.17"
2023-04-02 04:00:00,4,"8,357.26"
2023-04-02 04:05:00,4,"8,387.28"
2023-04-02 04:10:00,4,"8,356.62"
2023-04-02 04:15:00,4,"8,377.10"
2023-04-02 04:20:00,4,"8,400.02"
2023-04-02 04:25:00,4,"8,378.37"
2023-04-02 04:30:00,4,"8,400.96"
2023-04-02 04:35:00,4,"8,352.58"
2023-04-02 04:40:00,4,"8,407.03"
2023-04-02 04:45:00,4,"8,445.64"
2023-04-02 04:50:00,4,"8,408.77"
2023-04-02 04:55:00,4,"8,416.00"
2023-04-02 05:00:00,5,"8,387.62"
2023-04-02 05:05:00,5,"8,462.74"
2023-04-02 05:10:00,5,"8,483.71"
2023-04-02 05:15:00,5,"8,481.20"
2023-04-02 05:20:00,5,"8,535.25"
2023-04-02 05:25:00,5,"8,472.85"
2023-04-02 05:30:00,5,"8,522.12"
2023-04-02 05:35:00,5,"8,543.85"
2023-04-02 05:40:00,5,"8,471.29"
2023-04-02 05:45:00,5,"8,513.63"
2023-04-02 05:50:00,5,"8,474.07"
2023-04-02 05:55:00,5,"8,482.02"
2023-04-02 06:00:00,6,"8,525.70"
2023-04-02 06:05:00,6,"8,488.68"
2023-04-02 06:10:00,6,"8,490.99"
2023-04-02 06:15:00,6,"8,465.33"
2023-04-02 06:20:00,6,"8,503.46"
2023-04-02 06:25:00,6,"8,615.13"
2023-04-02 06:30:00,6,"8,567.79"
2023-04-02 06:35:00,6,"8,600.83"
2023-04-02 06:40:00,6,"8,591.67"
2023-04-02 06:45:00,6,"8,573.86"
2023-04-02 06:50:00,6,"8,538.06"
2023-04-02 06:55:00,6,"8,519.93"
2023-04-02 07:00:00,7,"8,552.95"
2023-04-02 07:05:00,7,"8,527.99"
2023-04-02 07:10:00,7,"8,516.08"
2023-04-02 07:15:00,7,"8,533.11"
2023-04-02 07:20:00,7,"8,552.98"
2023-04-02 07:25:00,7,"8,524.23"
2023-04-02 07:30:00,7,"8,539.89"
2023-04-02 07:35:00,7,"8,489.53"
2023-04-02 07:40:00,7,"8,523.63"
2023-04-02 07:45:00,7,"8,502.32"
2023-04-02 07:50:00,7,"8,487.07"
2023-04-02 07:55:00,7,"8,495.38"
2023-04-02 08:00:00,8,"8,501.60"
2023-04-02 08:05:00,8,"8,551.40"
2023-04-02 08:10:00,8,"8,516.05"
2023-04-02 08:15:00,8,"8,543.61"
2023-04-02 08:20:00,8,"8,510.59"
2023-04-02 08:25:00,8,"8,496.84"
2023-04-02 08:30:00,8,"8,524.09"
2023-04-02 08:35:00,8,"8,481.86"
2023-04-02 08:40:00,8,"8,500.38"
2023-04-02 08:45:00,8,"8,540.01"
2023-04-02 08:50:00,8,"8,537.03"
2023-04-02 08:55:00,8,"8,577.36"
2023-04-02 09:00:00,9,"8,505.15"
2023-04-02 09:05:00,9,"8,449.76"
2023-04-02 09:10:00,9,"8,427.28"
2023-04-02 09:15:00,9,"8,455.06"
2023-04-02 09:20:00,9,"8,485.69"
2023-04-02 09:25:00,9,"8,410.58"
2023-04-02 09:30:00,9,"8,460.69"
2023-04-02 09:35:00,9,"8,432.96"
2023-04-02 09:40:00,9,"8,427.92"
2023-04-02 09:45:00,9,"8,438.61"
2023-04-02 09:50:00,9,"8,466.96"
2023-04-02 09:55:00,9,"8,426.82"
2023-04-02 10:00:00,10,"8,435.89"
2023-04-02 10:05:00,10,"8,436.47"
2023-04-02 10:10:00,10,"8,428.55"
2023-04-02 10:15:00,10,"8,506.29"
2023-04-02 10:20:00,10,"8,467.75"
2023-04-02 10:25:00,10,"8,457.17"
2023-04-02 10:30:00,10,"8,443.21"
2023-04-02 10:35:00,10,"8,410.23"
2023-04-02 10:40:00,10,"8,379.28"
2023-04-02 10:45:00,10,"8,403.68"
2023-04-02 10:50:00,10,"8,371.30"
2023-04-02 10:55:00,10,"8,393.96"
2023-04-02 11:00:00,11,"8,387.35"
2023-04-02 11:05:00,11,"8,359.38"
2023-04-02 11:10:00,11,"8,409.73"
2023-04-02 11:15:00,11,"8,388.08"
2023-04-02 11:20:00,11,"8,350.01"
2023-04-02 11:25:00,11,"8,423.31"
2023-04-02 11:30:00,11,"8,398.52"
2023-04-02 11:35:00,11,"8,428.76"
2023-04-02 11:40:00,11,"8,400.81"
2023-04-02 11:45:00,11,"8,439.00"
2023-04-02 11:50:00,11,"8,456.13"
2023-04-02 11:55:00,11,"8,367.70"
2023-04-02 12:00:00,12,"8,441.36"
2023-04-02 12:05:00,12,"8,404.95"
2023-04-02 12:10:00,12,"8,414.99"
2023-04-02 12:15:00,12,"8,399.21"
2023-04-02 12:20:00,12,"8,474.82"
2023-04-02 12:25:00,12,"8,379.95"
2023-04-02 12:30:00,12,"8,369.92"
2023-04-02 12:35:00,12,"8,448.38"
2023-04-02 12:40:00,12,"8,419.46"
2023-04-02 12:45:00,12,"8,375.90"
2023-04-02 12:50:00,12,"8,448.30"
2023-04-02 12:55:00,12,"8,393.64"
2023-04-02 13:00:00,13,"8,449.82"
2023-04-02 13:05:00,13,"8,408.23"
2023-04-02 13:10:00,13,"8,417.04"
2023-04-02 13:15:00,13,"8,424.18"
2023-04-02 13:20:00,13,"8,425.07"
2023-04-02 13:25:00,13,"8,531.07"
2023-04-02 13:30:00,13,"8,464.57"
2023-04-02 13:35:00,13,"8,438.50"
2023-04-02 13:40:00,13,"8,478.21"
2023-04-02 13:45:00,13,"8,457.52"
2023-04-02 13:50:00,13,"8,394.71"
2023-04-02 13:55:00,13,"8,478.62"
2023-04-02 14:00:00,14,"8,423.91"
2023-04-02 14:05:00,14,"8,342.53"
2023-04-02 14:10:00,14,"8,400.34"
2023-04-02 14:15:00,14,"8,431.14"
2023-04-02 14:20:00,14,"8,426.51"
2023-04-02 14:25:00,14,"8,414.44"
2023-04-02 14:30:00,14,"8,441.83"
2023-04-02 14:35:00,14,"8,436.89"
2023-04-02 14:40:00,14,"8,418.23"
2023-04-02 14:45:00,14,"8,447.24"
2023-04-02 14:50:00,14,"8,515.48"
2023-04-02 14:55:00,14,"8,480.07"
2023-04-02 15:00:00,15,"8,492.37"
2023-04-02 15:05:00,15,"8,442.29"
2023-04-02 15:10:00,15,"8,428.35"
2023-04-02 15:15:00,15,"8,412.91"
2023-04-02 15:20:00,15,"8,398.27"
2023-04-02 15:25:00,15,"8,367.14"
2023-04-02 15:30:00,15,"8,411.53"
2023-04-02 15:35:00,15,"8,386.40"
2023-04-02 15:40:00,15,"8,362.54"
2023-04-02 15:45:00,15,"8,379.94"
2023-04-02 15:50:00,15,"8,382.28"
2023-04-02 15:55:00,15,"8,367.67"
2023-04-02 16:00:00,16,"8,353.66"
2023-04-02 16:05:00,16,"8,432.51"
2023-04-02 16:10:00,16,"8,408.78"
2023-04-02 16:15:00,16,"8,370.31"
2023-04-02 16:20:00,16,"8,439.91"
2023-04-02 16:25:00,16,"8,421.02"
2023-04-02 16:30:00,16,"8,394.14"
2023-04-02 16:35:00,16,"8,380.88"
2023-04-02 16:40:00,16,"8,408.15"
2023-04-02 16:45:00,16,"8,457.47"
2023-04-02 16:50:00,16,"8,439.35"
2023-04-02 16:55:00,16,"8,462.71"
2023-04-02 17:00:00,17,"8,434.60"
2023-04-02 17:05:00,17,"8,412.03"
2023-04-02 17:10:00,17,"8,439.38"
2023-04-02 17:15:00,17,"8,390.24"
2023-04-02 17:20:00,17,"8,427.01"
2023-04-02 17:25:00,17,"8,359.35"
2023-04-02 17:30:00,17,"8,407.88"
2023-04-02 17:35:00,17,"8,448.96"
2023-04-02 17:40:00,17,"8,410.42"
2023-04-02 17:45:00,17,"8,458.86"
2023-04-02 17:50:00,17,"8,427.64"
2023-04-02 17:55:00,17,"8,437.38"
2023-04-02 18:00:00,18,"8,423.73"
2023-04-02 18:05:00,18,"8,409.38"
2023-04-02 18:10:00,18,"8,368.80"
2023-04-02 18:15:00,18,"8,395.79"
2023-04-02 18:20:00,18,"8,393.60"
2023-04-02 18:25:00,18,"8,394.22"
2023-04-02 18:30:00,18,"8,369.19"
2023-04-02 18:35:00,18,"8,394.72"
2023-04-02 18:40:00,18,"8,409.05"
2023-04-02 18:45:00,18,"8,413.85"
2023-04-02 18:50:00,18,"8,400.82"
2023-04-02 18:55:00,18,"8,383.33"
2023-04-02 19:00:00,19,"8,400.21"
2023-04-02 19:05:00,19,"8,419.66"
2023-04-02 19:10:00,19,"8,404.04"
2023-04-02 19:15:00,19,"8,408.59"
2023-04-02 19:20:00,19,"8,383.33"
2023-04-02 19:25:00,19,"8,410.66"
2023-04-02 19:30:00,19,"8,437.49"
2023-04-02 19:35:00,19,"8,382.77"
2023-04-02 19:40:00,19,"8,416.98"
2023-04-02 19:45:00,19,"8,433.57"
2023-04-02 19:50:00,19,"8,392.74"
2023-04-02 19:55:00,19,"8,378.64"
2023-04-02 20:00:00,20,"8,369.75"
2023-04-02 20:05:00,20,"8,409.50"
2023-04-02 20:10:00,20,"8,435.48"
2023-04-02 20:15:00,20,"8,434.76"
2023-04-02 20:20:00,20,"8,421.00"
2023-04-02 20:25:00,20,"8,418.36"
2023-04-02 20:30:00,20,"8,433.58"
2023-04-02 20:35:00,20,"8,383.17"
2023-04-02 20:40:00,20,"8,458.46"
2023-04-02 20:45:00,20,"8,433.81"
2023-04-02 20:50:00,20,"8,444.45"
2023-04-02 20:55:00,20,"8,429.31"
2023-04-02 21:00:00,21,"8,389.64"
2023-04-02 21:05:00,21,"8,314.17"
2023-04-02 21:10:00,21,"8,271.52"
2023-04-02 21:15:00,21,"8,306.84"
2023-04-02 21:20:00,21,"8,303.16"
2023-04-02 21:25:00,21,"8,276.28"
2023-04-02 21:30:00,21,"8,321.92"
2023-04-02 21:35:00,21,"8,315.88"
2023-04-02 21:40:00,21,"8,402.59"
2023-04-02 21:45:00,21,"8,347.02"
2023-04-02 21:50:00,21,"8,349.49"
2023-04-02 21:55:00,21,"8,315.55"
2023-04-02 22:00:00,22,"8,270.05"
2023-04-02 22:05:00,22,"8,218.31"
2023-04-02 22:10:00,22,"8,207.15"
2023-04-02 22:15:00,22,"8,260.20"
2023-04-02 22:20:00,22,"8,168.53"
2023-04-02 22:25:00,22,"8,202.51"
2023-04-02 22:30:00,22,"8,175.52"
2023-04-02 22:35:00,22,"8,205.36"
2023-04-02 22:40:00,22,"8,199.10"
2023-04-02 22:45:00,22,"8,182.89"
2023-04-02 22:50:00,22,"8,202.44"
2023-04-02 22:55:00,22,"8,179.37"
2023-04-02 23:00:00,23,"8,213.73"
2023-04-02 23:05:00,23,"8,189.20"
2023-04-02 23:10:00,23,"8,198.28"
2023-04-02 23:15:00,23,"8,146.01"
2023-04-02 23:20:00,23,"8,126.34"
2023-04-02 23:25:00,23,"8,165.00"
2023-04-02 23:30:00,23,"8,127.36"
2023-04-02 23:35:00,23,"8,157.41"
2023-04-02 23:40:00,23,"8,143.35"
2023-04-02 23:45:00,23,"8,155.61"
2023-04-02 23:50:00,23,"8,158.39"
2023-04-02 23:55:00,23,"8,131.07"
2023-04-03 00:00:00,0,"8,106.39"
2023-04-03 00:05:00,0,"8,125.03"
2023-04-03 00:10:00,0,"8,200.71"
2023-04-03 00:15:00,0,"8,204.77"
2023-04-03 00:20:00,0,"8,183.84"
2023-04-03 00:25:00,0,"8,148.15"
2023-04-03 00:30:00,0,"8,132.02"
2023-04-03 00:35:00,0,"8,193.63"
2023-04-03 00:40:00,0,"8,178.16"
2023-04-03 00:45:00,0,"8,217.60"
2023-04-03 00:50:00,0,"8,153.04"
2023-04-03 00:55:00,0,"8,190.67"
2023-04-03 01:00:00,1,"8,210.09"
2023-04-03 01:05:00,1,"8,230.88"
2023-04-03 01:10:00,1,"8,212.42"
2023-04-03 01:15:00,1,"8,174.39"
2023-04-03 01:20:00,1,"8,195.72"
2023-04-03 01:25:00,1,"8,177.80"
2023-04-03 01:30:00,1,"8,236.24"
2023-04-03 01:35:00,1,"8,196.82"
2023-04-03 01:40:00,1,"8,211.61"
2023-04-03 01:45:00,1,"8,160.74"
2023-04-03 01:50:00,1,"8,193.03"
2023-04-03 01:55:00,1,"8,227.09"
2023-04-03 02:00:00,2,"8,193.26"
2023-04-03 02:05:00,2,"8,203.78"
2023-04-03 02:10:00,2,"8,153.98"
2023-04-03 02:15:00,2,"8,217.80"
2023-04-03 02:20:00,2,"8,222.16"
2023-04-03 02:25:00,2,"8,289.34"
2023-04-03 02:30:00,2,"8,244.19"
2023-04-03 02:35:00,2,"8,242.03"
2023-04-03 02:40:00,2,"8,258.23"
2023-04-03 02:45:00,2,"8,214.40"
2023-04-03 02:50:00,2,"8,269.77"
2023-04-03 02:55:00,2,"8,212.50"
2023-04-03 03:00:00,3,"8,224.55"
2023-04-03 03:05:00,3,"8,211.28"
2023-04-03 03:10:00,3,"8,236.37"
2023-04-03 03:15:00,3,"8,238.63"
2023-04-03 03:20:00,3,"8,337.99"
2023-04-03 03:25:00,3,"8,294.43"
2023-04-03 03:30:00,3,"8,215.47"
